5.539267659187316895e-01,1.924116849899291992e+00,-3.409121036529541016e-01,5.770860705524682999e-03,5.913013916015625000e+02
1.824465095996856689e-01,7.476285845041275024e-02,1.151683211326599121e+00,3.415994644165039062e-01,4.847843933105468750e+02
-8.837432861328125000e-01,6.168750673532485962e-02,7.765727043151855469e-01,5.677894949913024902e-01,1.514252014160156250e+02
1.132423758506774902e+00,5.698632597923278809e-01,1.858257293701171875e+00,-3.106456398963928223e-01,8.917563476562500000e+02
-9.081079959869384766e-01,1.133890986442565918e+00,1.729678392410278320e+00,1.327603578567504883e+00,9.007900390625000000e+02
6.925139427185058594e-01,-1.421537548303604126e-01,-2.225481569766998291e-01,1.253970861434936523e+00,4.390058898925781250e+02
-4.643791019916534424e-01,-1.044446468353271484e+00,1.388700723648071289e+00,3.334347307682037354e-01,6.754404449462890625e+01
4.941920638084411621e-01,-1.159648776054382324e+00,1.205121055245399475e-01,-4.575829207897186279e-01,-2.870821952819824219e-02
-3.235657811164855957e-01,-1.561973243951797485e-01,9.352455139160156250e-01,-1.173559799790382385e-01,1.014207687377929688e+02
5.787662267684936523e-01,1.412610650062561035e+00,2.323572874069213867e+00,3.580555021762847900e-01,1.278043090820312500e+03
6.140391826629638672e-01,1.771647334098815918e+00,1.438740044832229614e-01,7.453262805938720703e-01,8.985643310546875000e+02
-7.175275683403015137e-01,-2.173210523324087262e-04,1.258959412574768066e+00,-5.179916024208068848e-01,1.684346771240234375e+01
1.380819678306579590e-01,2.789797186851501465e-01,-1.199876666069030762e-01,-2.129438877105712891e+00,-2.870821952819824219e-02
-1.131405234336853027e+00,5.123283863067626953e-01,3.998075425624847412e-01,-9.358848929405212402e-01,-2.870821952819824219e-02
9.095001220703125000e-01,1.114791154861450195e+00,7.026993036270141602e-01,-7.078840732574462891e-01,5.576827392578125000e+02
8.137083649635314941e-01,9.663255810737609863e-01,-8.949946165084838867e-01,4.930138885974884033e-01,3.837024230957031250e+02
-1.106403023004531860e-01,8.162496089935302734e-01,2.356941252946853638e-01,-3.389681279659271240e-01,1.731367645263671875e+02
5.157364010810852051e-01,-1.412597775459289551e+00,1.921098828315734863e+00,-1.314323306083679199e+00,-2.870821952819824219e-02
3.537037372589111328e-01,7.492734193801879883e-01,1.548748970031738281e+00,-1.449778079986572266e+00,3.358689270019531250e+02
7.210650444030761719e-01,9.159566164016723633e-01,-1.523042023181915283e-01,-8.248409628868103027e-01,1.887473602294921875e+02
-1.720343381166458130e-01,-1.355329394340515137e+00,-6.537188887596130371e-01,-1.643036127090454102e+00,-2.870821952819824219e-02
-4.518904387950897217e-01,-4.013490397483110428e-03,7.166694998741149902e-01,9.287486672401428223e-01,3.325291442871093750e+02
-6.870255470275878906e-01,-6.849701404571533203e-01,3.582670092582702637e-01,-8.315549492835998535e-01,-2.870821952819824219e-02
8.214735984802246094e-02,-1.960162162780761719e+00,1.354769617319107056e-01,6.499823927879333496e-01,-2.870821952819824219e-02
6.746695041656494141e-01,-1.240763783454895020e+00,8.182983100414276123e-02,-7.168074846267700195e-01,-2.870821952819824219e-02
3.371669650077819824e-01,-8.655232936143875122e-02,1.503940582275390625e+00,9.039111137390136719e-01,7.312416992187500000e+02
7.456768155097961426e-01,-6.644124388694763184e-01,2.050216197967529297e-01,2.604904770851135254e-01,1.580569610595703125e+02
1.177008867263793945e+00,-4.514595270156860352e-01,1.841251611709594727e+00,7.209132909774780273e-01,9.020313110351562500e+02
-1.091213703155517578e+00,-5.243256688117980957e-01,1.846376061439514160e-01,2.095343351364135742e+00,1.900263977050781250e+02
3.130589053034782410e-02,7.669442892074584961e-01,5.087648034095764160e-01,-7.167320847511291504e-01,1.698587493896484375e+02
-9.567415118217468262e-01,-8.226578682661056519e-02,1.182626485824584961e+00,-4.117013216018676758e-01,-2.870821952819824219e-02
-5.052971839904785156e-01,-9.463322758674621582e-01,8.108438849449157715e-01,-4.311040341854095459e-01,-2.870821952819824219e-02
5.288461446762084961e-01,-1.118039608001708984e+00,7.074439525604248047e-01,9.479177184402942657e-03,4.430916595458984375e+01
-1.510297656059265137e+00,-1.749792546033859253e-01,5.555773973464965820e-01,-1.304195165634155273e+00,-2.870821952819824219e-02
2.217801570892333984e+00,1.095735803246498108e-01,2.665866632014513016e-03,-2.087404876947402954e-01,5.854226074218750000e+02
3.020316958427429199e-01,-1.167423054575920105e-01,-3.197136223316192627e-01,-5.157002806663513184e-01,-2.870821952819824219e-02
-1.178321361541748047e+00,-5.434207320213317871e-01,-2.525974214076995850e-01,2.678568363189697266e-01,-2.870821952819824219e-02
-8.846135139465332031e-01,7.503169775009155273e-01,-8.826897144317626953e-01,1.510990500450134277e+00,1.437633972167968750e+02
-2.428737878799438477e-01,6.933808326721191406e-01,-2.425091117620468140e-01,3.827977553009986877e-02,7.649855041503906250e+01
3.908744454383850098e-02,5.951068401336669922e-01,-1.671017408370971680e+00,8.703511953353881836e-01,-2.870821952819824219e-02
-5.740768909454345703e-01,-1.737969666719436646e-01,-1.381022214889526367e+00,-6.453248262405395508e-01,-2.870821952819824219e-02
3.804182410240173340e-01,-1.028724312782287598e+00,-1.667459487915039062e+00,3.975868225097656250e-01,-2.870821952819824219e-02
